Date        West     East     DMI(=West-East)
2001:9:16:0 0.510932 0.348653 0.162279
2001:10:16:0 0.366305 0.434463 -0.0681578
2001:11:16:0 0.553179 0.527161 0.0260182
2001:12:16:0 0.702106 0.530822 0.171284
2002:1:16:0 0.672814 0.632933 0.0398815
2002:2:16:0 0.374529 0.287671 0.0868584
2002:3:16:0 0.653215 0.480461 0.172754
2002:4:16:0 0.486805 0.642751 -0.155946
2002:5:16:0 0.303967 0.416262 -0.112295
2002:6:16:0 0.422412 0.400789 0.0216229
2002:7:16:0 0.487391 0.435948 0.0514432
2002:8:16:0 0.461173 0.374787 0.0863862
2002:9:16:0 0.905766 0.234713 0.671054
2002:10:16:0 0.861071 0.0858641 0.775207
2002:11:16:0 0.630904 0.272407 0.358497
2002:12:16:0 0.73695 0.671517 0.065432
2003:1:16:0 0.522417 0.585715 -0.0632988
2003:2:16:0 0.748036 0.548782 0.199254
2003:3:16:0 0.660253 0.540192 0.12006
2003:4:16:0 0.630983 0.536102 0.0948809
2003:5:16:0 0.52305 0.470027 0.0530235
2003:6:16:0 0.743802 0.397612 0.346189
2003:7:16:0 0.681608 0.243327 0.438281
2003:8:16:0 0.615713 0.212885 0.402828
2003:9:16:0 0.667788 0.341424 0.326364
2003:10:16:0 0.577308 0.440704 0.136603
2003:11:16:0 0.507892 0.40333 0.104563
2003:12:16:0 0.564517 0.157048 0.40747
2004:1:16:0 0.680584 0.455468 0.225116
2004:2:16:0 0.518503 0.225268 0.293235
2004:3:16:0 0.409667 0.161229 0.248437
2004:4:16:0 0.453365 0.336914 0.116451
2004:5:16:0 0.0722039 0.416813 -0.344609
2004:6:16:0 0.0965721 0.27574 -0.179168
2004:7:16:0 0.185585 0.176459 0.00912568
2004:8:16:0 0.456777 0.295132 0.161645
2004:9:16:0 0.528582 0.248581 0.280001
2004:10:16:0 0.548413 0.176513 0.371899
2004:11:16:0 0.569069 0.464764 0.104305
2004:12:16:0 0.623202 0.532415 0.0907868
2005:1:16:0 0.549266 0.494713 0.0545526
2005:2:16:0 0.458668 0.834811 -0.376143
2005:3:16:0 0.55237 0.820386 -0.268016
2005:4:16:0 0.657892 0.379755 0.278136
2005:5:16:0 0.660763 0.477535 0.183229
2005:6:16:0 0.578264 0.546357 0.0319073
2005:7:16:0 0.51587 0.586533 -0.0706632
2005:8:16:0 0.499604 0.545059 -0.0454549
2005:9:16:0 0.509924 0.65492 -0.144996
2005:10:16:0 0.472628 0.526904 -0.0542752
2005:11:16:0 0.364486 0.368368 -0.00388226
2005:12:16:0 0.183841 0.251524 -0.0676833
2006:1:16:0 0.148873 0.0933709 0.0555022
2006:2:16:0 0.248855 0.36851 -0.119656
2006:3:16:0 0.270275 0.330356 -0.0600807
2006:4:16:0 0.385338 0.203886 0.181452
2006:5:16:0 0.470526 0.465146 0.00537977
2006:6:16:0 0.464553 0.316998 0.147555
2006:7:16:0 0.524203 0.177869 0.346334
2006:8:16:0 0.656302 0.133067 0.523234
2006:9:16:0 0.618883 -0.187489 0.806372
2006:10:16:0 0.680768 -0.264296 0.945064
2006:11:16:0 0.871865 0.112481 0.759385
2006:12:16:0 0.840266 0.447959 0.392306
2007:1:16:0 0.806633 0.404502 0.402131
2007:2:16:0 0.782831 0.452108 0.330723
2007:3:16:0 0.580162 0.304865 0.275296
2007:4:16:0 0.585373 0.294114 0.291258
2007:5:16:0 0.757792 0.27301 0.484782
2007:6:16:0 0.798626 0.556948 0.241678
2007:7:16:0 0.574146 0.213931 0.360214
2007:8:16:0 0.716266 0.180086 0.536179
2007:9:16:0 0.654153 0.0315099 0.622644
2007:10:16:0 0.500704 0.049513 0.451191
2007:11:16:0 0.393722 0.14795 0.245773
2007:12:16:0 0.335494 0.331949 0.00354448
2008:1:16:0 0.503521 0.200339 0.303182
2008:2:16:0 0.142476 0.0304343 0.112041
2008:3:16:0 0.0306313 -0.238474 0.269105
2008:4:16:0 0.043515 0.00159802 0.041917
2008:5:16:0 0.24712 -0.149772 0.396892
2008:6:16:0 0.377613 -0.0459376 0.423551
2008:7:16:0 0.425246 -0.127826 0.553072
2008:8:16:0 0.530569 0.110406 0.420164
2008:9:16:0 0.757045 0.283359 0.473686
2008:10:16:0 0.677628 0.26771 0.409918
2008:11:16:0 0.501727 0.35744 0.144287
2008:12:16:0 0.431657 0.25803 0.173627
2009:1:16:0 0.463056 0.245149 0.217907
2009:2:16:0 0.463532 0.115967 0.347565
2009:3:16:0 0.546292 0.282151 0.264141
2009:4:16:0 0.486391 0.16779 0.318601
2009:5:16:0 0.650652 0.180076 0.470576
2009:6:16:0 0.811825 0.506814 0.305011
2009:7:16:0 0.775689 0.66045 0.115239
2009:8:16:0 0.851495 0.655059 0.196437
2009:9:16:0 0.735778 0.456891 0.278887
2009:10:16:0 0.934567 0.572811 0.361756
2009:11:16:0 0.746659 0.558414 0.188245
2009:12:16:0 0.958195 0.576454 0.381742
2010:1:16:0 0.939955 0.467268 0.472687
2010:2:16:0 1.0038 0.794943 0.208853
2010:3:16:0 1.11003 0.481954 0.628074
2010:4:16:0 1.13451 0.574937 0.559568
2010:5:16:0 0.865333 0.682353 0.18298
2010:6:16:0 0.766353 0.701159 0.0651947
2010:7:16:0 0.839902 0.531461 0.308441
2010:8:16:0 0.764708 0.520958 0.24375
2010:9:16:0 0.484973 0.36163 0.123343
2010:10:16:0 0.563072 0.618794 -0.055722
2010:11:16:0 0.363177 0.579657 -0.216479
2010:12:16:0 0.335443 0.31399 0.021453
2011:1:16:0 0.313374 -0.0599798 0.373353
2011:2:16:0 0.357141 -0.0611005 0.418241
2011:3:16:0 0.38926 -0.148122 0.537381
2011:4:16:0 0.227269 -0.124877 0.352147
2011:5:16:0 0.307528 0.181325 0.126203
2011:6:16:0 0.503011 0.241567 0.261444
2011:7:16:0 0.541795 0.00890392 0.532892
2011:8:16:0 0.715714 0.070199 0.645515
2011:9:16:0 0.627139 0.0412355 0.585903
2011:10:16:0 0.810742 0.0760224 0.73472
2011:11:16:0 0.8025 0.205204 0.597297
2011:12:16:0 0.562223 0.465058 0.0971654
2012:1:16:0 0.44328 0.216613 0.226668
2012:2:16:0 0.275971 0.175663 0.100308
2012:3:16:0 0.258532 0.0632873 0.195244
2012:4:16:0 0.295138 0.359517 -0.0643788
2012:5:16:0 0.499081 0.620671 -0.12159
2012:6:16:0 0.520836 0.302893 0.217943
2012:7:16:0 0.716378 -0.139474 0.855852
2012:8:16:0 0.887818 -0.0560847 0.943902
2012:9:16:0 0.989129 0.149729 0.839399
2012:10:16:0 0.867603 0.377614 0.489988
2012:11:16:0 0.639633 0.474398 0.165235
2012:12:16:0 0.802841 0.31472 0.488121
2013:1:16:0 0.61053 0.492072 0.118458
2013:2:16:0 0.738546 0.366058 0.372487
2013:3:16:0 0.637726 0.391795 0.245932
2013:4:16:0 0.398716 0.500832 -0.102115
2013:5:16:0 0.293977 0.58444 -0.290463
2013:6:16:0 0.317513 0.608763 -0.29125
2013:7:16:0 0.468033 0.345928 0.122105
2013:8:16:0 0.475754 0.375413 0.100341
2013:9:16:0 0.429648 0.347402 0.0822461
2013:10:16:0 0.628794 0.409127 0.219666
2013:11:16:0 0.842475 0.38439 0.458084
2013:12:16:0 0.579068 0.210871 0.368197
2014:1:16:0 0.478873 0.39013 0.0887424
2014:2:16:0 0.416834 0.324993 0.0918411
2014:3:16:0 0.412839 0.399202 0.0136369
2014:4:16:0 0.561204 0.424805 0.1364
2014:5:16:0 0.743894 0.622651 0.121243
2014:6:16:0 0.719048 0.536676 0.182371
2014:7:16:0 0.62116 0.671017 -0.0498571
2014:8:16:0 0.518974 0.593613 -0.0746391
2014:9:16:0 0.607597 0.364397 0.243199
2014:10:16:0 0.79331 0.290529 0.502781
2014:11:16:0 0.887904 0.615942 0.271963
2014:12:16:0 0.765114 0.499267 0.265847
2015:1:16:0 0.47292 0.396416 0.0765035
2015:2:16:0 0.352512 0.517938 -0.165426
2015:3:16:0 0.496386 0.572305 -0.0759186
2015:4:16:0 0.669735 0.48256 0.187175
2015:5:16:0 1.02788 0.57444 0.453435
2015:6:16:0 1.01655 0.518625 0.497923
2015:7:16:0 1.10984 0.580799 0.529037
2015:8:16:0 1.18422 0.325185 0.859033
2015:9:16:0 1.20828 0.53413 0.67415
2015:10:16:0 1.22966 0.371264 0.858397
2015:11:16:0 1.21766 0.618979 0.598683
2015:12:16:0 1.3571 0.867025 0.490075
2016:1:16:0 1.35249 0.914799 0.437687
2016:2:16:0 0.954275 0.88834 0.0659344
2016:3:16:0 1.3556 1.19478 0.160817
2016:4:16:0 1.24701 0.905663 0.341347
2016:5:16:0 1.01068 0.904711 0.105969
2016:6:16:0 0.692241 0.918778 -0.226536
2016:7:16:0 0.454035 0.886564 -0.432529
2016:8:16:0 0.748899 0.89131 -0.142411
2016:9:16:0 0.676857 0.725423 -0.0485665
2016:10:16:0 0.63433 0.61739 0.0169404
2016:11:16:0 0.616667 0.709849 -0.0931816
2016:12:16:0 0.706795 0.781544 -0.0747488
2017:1:16:0 0.600563 0.501805 0.0987578
2017:2:16:0 0.563078 0.279978 0.2831
2017:3:16:0 0.541586 0.0133902 0.528196
2017:4:16:0 0.661917 -0.0421227 0.70404
2017:5:16:0 0.884508 0.131757 0.752751
2017:6:16:0 0.784579 0.149468 0.635111
2017:7:16:0 1.0173 0.18934 0.827961
2017:8:16:0 1.02469 0.379026 0.645665
2017:9:16:0 0.788755 0.368461 0.420295
2017:10:16:0 0.895439 0.499007 0.396432
2017:11:16:0 0.712681 0.162354 0.550326
2017:12:16:0 0.410239 0.0685805 0.341659
2018:1:16:0 0.167621 0.185874 -0.0182531
2018:2:16:0 0.572854 0.182024 0.39083
2018:3:16:0 0.490434 0.447624 0.0428097
